video_name,frame,right_elbow_angle,left_elbow_angle,right_knee_bend,left_knee_bend,label
good_batting_basics_00001.mp4,1281,136.75,175.88,166.98,178.66,1
good_batting_basics_00001.mp4,1282,139.67,179.0,167.77,178.62,1
good_batting_basics_00001.mp4,1283,142.6,177.31,168.93,179.62,1
good_batting_basics_00001.mp4,1284,144.92,173.21,169.71,179.29,1
good_batting_basics_00001.mp4,1285,145.56,168.97,170.76,178.82,1
good_batting_basics_00001.mp4,1286,145.3,164.61,171.6,178.08,1
good_batting_basics_00001.mp4,1287,144.29,159.95,172.18,176.97,1
good_batting_basics_00001.mp4,1288,156.03,156.74,172.43,177.96,1
good_batting_basics_00001.mp4,1289,166.06,157.17,171.0,179.17,1
good_batting_basics_00001.mp4,1334,177.45,148.41,178.42,179.71,1
good_batting_basics_00001.mp4,1335,177.55,124.64,179.05,179.57,1
good_batting_basics_00001.mp4,1336,177.19,97.19,179.38,179.63,1
good_batting_basics_00001.mp4,1337,176.93,104.37,178.66,179.72,1
good_batting_basics_00001.mp4,1338,176.5,95.55,177.77,179.33,1
good_batting_basics_00001.mp4,1339,176.56,93.04,177.84,179.08,1
good_batting_basics_00001.mp4,1340,176.58,97.69,177.82,178.93,1
good_batting_basics_00001.mp4,1341,176.77,105.86,178.23,179.19,1
good_batting_basics_00001.mp4,1342,177.0,117.21,178.54,179.38,1
good_batting_basics_00001.mp4,1343,177.03,129.11,178.99,179.51,1
good_batting_basics_00001.mp4,1344,177.09,139.92,179.31,179.59,1
good_batting_basics_00001.mp4,1345,177.19,149.25,179.26,179.99,1
good_batting_basics_00001.mp4,1346,177.15,157.57,179.02,179.92,1
good_batting_basics_00001.mp4,1347,177.29,163.94,178.61,179.87,1
good_batting_basics_00001.mp4,1348,177.5,168.99,178.29,179.84,1
good_batting_basics_00001.mp4,1349,177.74,172.15,177.9,179.7,1
good_batting_basics_00001.mp4,1350,177.9,172.95,177.92,179.89,1
good_batting_basics_00001.mp4,1351,178.06,171.97,177.98,179.88,1
good_batting_basics_00001.mp4,1352,178.3,170.54,178.1,179.7,1
good_batting_basics_00001.mp4,1353,178.4,168.92,178.23,179.69,1
good_batting_basics_00001.mp4,1354,178.6,167.66,178.23,179.58,1
good_batting_basics_00001.mp4,1355,178.68,166.05,178.16,179.39,1
good_batting_basics_00001.mp4,1356,178.71,164.44,178.18,179.2,1
good_batting_basics_00001.mp4,1357,178.55,163.15,178.28,179.1,1
good_batting_basics_00001.mp4,1358,178.44,162.49,178.36,178.98,1
good_batting_basics_00001.mp4,1359,178.26,160.68,178.58,179.1,1
good_batting_basics_00001.mp4,1360,178.2,159.02,178.84,179.11,1
good_batting_basics_00001.mp4,1361,178.12,157.62,179.01,179.32,1
good_batting_basics_00001.mp4,1362,178.08,156.57,178.96,179.2,1
good_batting_basics_00001.mp4,1363,178.28,156.49,178.85,179.0,1
good_batting_basics_00001.mp4,1364,178.52,158.89,178.78,178.87,1
good_batting_basics_00001.mp4,1365,178.51,162.95,178.64,178.81,1
good_batting_basics_00001.mp4,1366,178.36,167.44,178.57,178.64,1
good_batting_basics_00001.mp4,1367,178.3,171.84,178.68,178.7,1
good_batting_basics_00001.mp4,1368,177.9,176.13,178.88,178.65,1
good_batting_basics_00001.mp4,1369,177.44,179.23,179.12,178.48,1
good_batting_basics_00001.mp4,1370,177.16,177.48,179.35,178.42,1
good_batting_basics_00001.mp4,1371,177.12,174.97,179.49,178.47,1
good_batting_basics_00001.mp4,1372,177.17,172.71,179.49,178.51,1
good_batting_basics_00001.mp4,1373,177.36,171.42,179.43,178.56,1
good_batting_basics_00001.mp4,1374,177.6,170.69,179.39,178.64,1
good_batting_basics_00001.mp4,1375,177.79,171.09,179.25,178.63,1
good_batting_basics_00001.mp4,1376,177.99,171.82,179.24,178.6,1
good_batting_basics_00001.mp4,1377,178.03,172.71,179.33,178.45,1
good_batting_basics_00001.mp4,1378,178.01,173.17,179.56,178.31,1
good_batting_basics_00001.mp4,1379,177.9,173.83,179.72,178.16,1
good_batting_basics_00001.mp4,1380,178.12,175.46,179.98,177.99,1
good_batting_basics_00001.mp4,1381,178.16,176.68,179.85,177.91,1
good_batting_basics_00001.mp4,1382,178.13,177.89,179.85,177.9,1
good_batting_basics_00001.mp4,1383,178.13,179.4,179.91,177.65,1
good_batting_basics_00001.mp4,1384,178.2,178.99,179.96,177.57,1
good_batting_basics_00001.mp4,1385,178.03,178.72,179.89,177.56,1
good_batting_basics_00001.mp4,1386,177.95,178.37,179.54,177.6,1
good_batting_basics_00001.mp4,1387,177.92,177.82,179.49,177.62,1
good_batting_basics_00001.mp4,1388,177.81,177.55,179.29,177.74,1
good_batting_basics_00001.mp4,1389,177.81,177.7,179.09,177.88,1
good_batting_basics_00001.mp4,1390,177.77,177.26,178.86,177.99,1
good_batting_basics_00001.mp4,1391,177.8,175.74,178.88,177.86,1
good_batting_basics_00001.mp4,1392,177.78,173.53,178.92,177.88,1
good_batting_basics_00001.mp4,1393,177.81,171.0,179.18,178.01,1
good_batting_basics_00001.mp4,1394,177.8,168.15,179.37,177.98,1
good_batting_basics_00001.mp4,1395,177.92,165.58,179.53,178.14,1
good_batting_basics_00001.mp4,1396,178.0,163.83,179.6,178.4,1
good_batting_basics_00001.mp4,1397,178.13,162.73,179.48,178.48,1
good_batting_basics_00001.mp4,1398,178.27,162.3,179.38,178.7,1
good_batting_basics_00001.mp4,1399,178.26,162.74,179.43,178.85,1
good_batting_basics_00001.mp4,1400,178.37,163.47,179.11,178.8,1
good_batting_basics_00001.mp4,1401,178.58,164.05,178.95,178.65,1
good_batting_basics_00001.mp4,1402,178.77,164.72,178.69,178.56,1
good_batting_basics_00001.mp4,1464,178.96,160.69,179.1,175.35,1
good_batting_basics_00001.mp4,1465,173.84,148.34,176.85,172.54,1
good_batting_basics_00001.mp4,1504,32.01,82.55,134.79,179.95,1
good_batting_basics_00001.mp4,1505,67.92,165.75,155.76,171.59,1
good_batting_basics_00001.mp4,1506,159.98,137.51,178.17,169.17,1
good_batting_basics_00001.mp4,1507,160.24,126.76,175.64,169.88,1
good_batting_basics_00001.mp4,1508,179.58,108.48,175.2,175.75,1
good_batting_basics_00001.mp4,1509,177.2,111.14,175.3,175.47,1
good_batting_basics_00001.mp4,1510,176.12,115.21,175.31,175.31,1
good_batting_basics_00001.mp4,1511,176.62,119.06,175.32,175.35,1
good_batting_basics_00001.mp4,1512,177.93,122.8,175.22,175.85,1
good_batting_basics_00001.mp4,1513,178.6,126.31,175.39,176.21,1
good_batting_basics_00001.mp4,1514,179.35,129.69,175.35,176.52,1
good_batting_basics_00001.mp4,1515,178.33,131.58,175.32,176.63,1
good_batting_basics_00001.mp4,1516,177.3,133.18,175.03,176.28,1
good_batting_basics_00001.mp4,1517,176.51,133.88,174.97,175.47,1
good_batting_basics_00001.mp4,1518,177.17,134.38,174.8,175.18,1
good_batting_basics_00001.mp4,1519,179.23,134.92,174.35,175.46,1
good_batting_basics_00001.mp4,1520,178.04,133.68,173.99,176.42,1
good_batting_basics_00001.mp4,1521,176.5,132.16,173.27,177.82,1
good_batting_basics_00001.mp4,1522,173.76,130.08,172.04,179.33,1
good_batting_basics_00001.mp4,1523,172.31,127.05,170.59,179.61,1
good_batting_basics_00001.mp4,1524,172.15,122.2,168.95,178.9,1
good_batting_basics_00001.mp4,1525,170.22,118.14,167.23,178.56,1
good_batting_basics_00001.mp4,1526,169.23,112.74,165.52,178.75,1
good_batting_basics_00001.mp4,1527,168.85,107.06,164.71,178.84,1
good_batting_basics_00001.mp4,1528,166.98,102.48,164.17,178.41,1
good_batting_basics_00001.mp4,1529,166.47,98.79,164.2,177.54,1
good_batting_basics_00001.mp4,1530,167.44,96.77,164.48,176.24,1
good_batting_basics_00001.mp4,1531,168.7,96.62,165.53,174.38,1
good_batting_basics_00001.mp4,1532,168.34,98.23,166.96,172.26,1
good_batting_basics_00001.mp4,1533,168.79,100.86,169.05,170.4,1
good_batting_basics_00001.mp4,1534,165.33,104.43,171.08,168.8,1
good_batting_basics_00001.mp4,1535,163.21,107.18,173.49,167.88,1
good_batting_basics_00001.mp4,1536,158.12,109.49,175.87,167.24,1
good_batting_basics_00001.mp4,1537,157.86,111.33,177.72,167.02,1
good_batting_basics_00001.mp4,1538,153.56,112.29,179.35,166.42,1
good_batting_basics_00001.mp4,1539,153.16,113.85,178.92,165.72,1
good_batting_basics_00001.mp4,1540,151.13,114.91,177.66,164.68,1
good_batting_basics_00001.mp4,1541,152.5,115.62,176.98,163.73,1
good_batting_basics_00001.mp4,1542,149.76,115.69,176.49,163.2,1
good_batting_basics_00001.mp4,1543,150.0,115.29,176.42,163.1,1
good_batting_basics_00001.mp4,1544,148.42,113.72,176.77,162.77,1
good_batting_basics_00001.mp4,1545,149.72,112.94,177.6,162.76,1
good_batting_basics_00001.mp4,1546,152.27,112.15,177.81,163.19,1
good_batting_basics_00001.mp4,1547,157.48,111.93,178.02,163.5,1
good_batting_basics_00001.mp4,1548,163.69,112.9,178.27,163.79,1
good_batting_basics_00001.mp4,1549,170.85,113.43,177.85,164.5,1
good_batting_basics_00001.mp4,1550,176.96,114.4,177.84,165.25,1
good_batting_basics_00001.mp4,1551,177.61,114.68,177.66,165.75,1
good_batting_basics_00001.mp4,1552,174.81,114.95,177.75,166.0,1
good_batting_basics_00001.mp4,1553,173.27,114.07,177.51,166.49,1
good_batting_basics_00001.mp4,1554,152.86,113.81,178.52,166.8,1
good_batting_basics_00001.mp4,1555,9.22,112.16,179.79,167.33,1
good_batting_basics_00001.mp4,1556,8.96,112.06,179.85,167.67,1
good_batting_basics_00001.mp4,1557,5.85,111.23,179.5,167.8,1
good_batting_basics_00001.mp4,1558,6.79,110.69,178.89,167.9,1
good_batting_basics_00001.mp4,1559,9.33,110.06,178.92,167.73,1
good_batting_basics_00001.mp4,1560,19.16,110.57,179.88,167.38,1
good_batting_basics_00001.mp4,1561,29.31,109.81,179.95,167.28,1
good_batting_basics_00001.mp4,1562,82.69,109.43,179.95,167.23,1
good_batting_basics_00001.mp4,1563,85.85,109.24,179.96,167.16,1
good_batting_basics_00001.mp4,1564,147.72,117.91,173.65,166.94,1
good_batting_basics_00001.mp4,1565,128.94,127.03,173.52,166.87,1
good_batting_basics_00001.mp4,1566,133.1,134.34,173.19,166.25,1
good_batting_basics_00001.mp4,1574,155.49,162.92,174.09,164.18,1
good_batting_basics_00001.mp4,1575,156.58,165.4,174.49,165.71,1
good_batting_basics_00001.mp4,1582,160.58,170.04,175.62,165.81,1
good_batting_basics_00001.mp4,1583,161.09,169.9,176.47,163.88,1
good_batting_basics_00001.mp4,1584,161.74,169.84,176.76,162.82,1
good_batting_basics_00001.mp4,1585,162.45,170.07,176.38,161.41,1
good_batting_basics_00001.mp4,1586,162.39,168.97,176.53,159.35,1
good_batting_basics_00001.mp4,1587,162.72,169.09,176.45,155.8,1
good_batting_basics_00001.mp4,1588,162.62,168.67,176.22,154.78,1
good_batting_basics_00001.mp4,1589,162.92,168.32,176.6,156.12,1
good_batting_basics_00001.mp4,1590,163.1,168.56,176.46,156.11,1
good_batting_basics_00001.mp4,1591,163.95,168.94,176.61,157.7,1
good_batting_basics_00001.mp4,1592,164.62,168.69,176.8,158.6,1
good_batting_basics_00001.mp4,1593,165.63,169.1,177.05,157.82,1
good_batting_basics_00001.mp4,1594,166.01,169.57,176.77,156.6,1
good_batting_basics_00001.mp4,1595,166.25,169.18,177.4,157.15,1
good_batting_basics_00001.mp4,1596,165.96,168.61,176.93,158.2,1
good_batting_basics_00001.mp4,1597,165.7,167.96,176.74,157.84,1
good_batting_basics_00001.mp4,1598,165.07,166.51,177.09,157.46,1
good_batting_basics_00001.mp4,1599,162.88,165.86,176.89,157.08,1
good_batting_basics_00001.mp4,1600,158.76,164.47,176.6,157.15,1
good_batting_basics_00001.mp4,1603,145.33,159.75,176.63,159.82,1
good_batting_basics_00001.mp4,1604,144.13,156.72,176.92,160.32,1
good_batting_basics_00001.mp4,1605,146.01,154.54,176.94,161.29,1
good_batting_basics_00001.mp4,1606,150.31,153.06,176.97,160.57,1
good_batting_basics_00001.mp4,1607,155.36,153.1,176.45,160.94,1
good_batting_basics_00001.mp4,1608,160.65,152.83,176.71,159.99,1
good_batting_basics_00001.mp4,1609,165.04,153.18,176.89,160.28,1
good_batting_basics_00001.mp4,1610,168.81,154.02,176.85,160.31,1
good_batting_basics_00001.mp4,1611,171.66,154.46,177.08,160.24,1
good_batting_basics_00001.mp4,1612,173.34,154.73,177.2,160.86,1
good_batting_basics_00001.mp4,1613,174.2,155.13,177.04,161.37,1
good_batting_basics_00001.mp4,1614,174.32,155.43,176.47,162.18,1
good_batting_basics_00001.mp4,1615,174.47,155.71,176.26,161.6,1
good_batting_basics_00001.mp4,1616,174.2,155.8,175.78,160.57,1
good_batting_basics_00001.mp4,1617,174.01,155.84,175.48,160.19,1
good_batting_basics_00001.mp4,1618,173.65,156.23,175.44,160.04,1
good_batting_basics_00001.mp4,1619,173.65,156.46,175.29,159.82,1
good_batting_basics_00001.mp4,1620,173.35,156.65,175.46,159.9,1
good_batting_basics_00001.mp4,1621,173.02,156.51,175.41,160.08,1
good_batting_basics_00001.mp4,1622,171.96,156.74,175.84,160.02,1
good_batting_basics_00001.mp4,1623,170.17,156.98,175.73,160.25,1
good_batting_basics_00001.mp4,1624,168.17,156.87,175.41,159.59,1
good_batting_basics_00001.mp4,1625,165.99,156.41,174.97,159.15,1
good_batting_basics_00001.mp4,1626,164.04,156.5,174.91,159.03,1
good_batting_basics_00001.mp4,1627,162.87,156.08,174.95,158.65,1
good_batting_basics_00001.mp4,1628,162.6,155.61,174.84,158.7,1
good_batting_basics_00001.mp4,1629,162.91,155.92,175.2,158.39,1
good_batting_basics_00001.mp4,1630,164.14,156.24,175.67,158.63,1
good_batting_basics_00001.mp4,1631,165.42,156.85,175.3,159.15,1
good_batting_basics_00001.mp4,1632,166.68,157.38,174.88,159.66,1
good_batting_basics_00001.mp4,1633,167.84,157.99,175.14,160.02,1
good_batting_basics_00001.mp4,1634,168.61,157.9,175.21,161.25,1
good_batting_basics_00001.mp4,1635,169.02,158.21,175.36,162.02,1
good_batting_basics_00001.mp4,1636,169.1,158.33,175.89,161.83,1
good_batting_basics_00001.mp4,1637,169.18,158.45,175.7,161.27,1
good_batting_basics_00001.mp4,1638,169.13,158.44,175.42,160.46,1
good_batting_basics_00001.mp4,1639,168.94,158.9,175.58,159.78,1
good_batting_basics_00001.mp4,1640,167.58,159.03,175.55,159.24,1
good_batting_basics_00001.mp4,1641,162.48,157.01,176.06,160.29,1
good_batting_basics_00001.mp4,1642,159.77,155.86,176.65,162.12,1
good_batting_basics_00001.mp4,1643,159.23,154.67,177.01,163.44,1
good_batting_basics_00001.mp4,1644,160.21,153.78,177.89,164.73,1
good_batting_basics_00001.mp4,1645,162.55,152.88,179.49,165.46,1
good_batting_basics_00001.mp4,1646,167.1,152.64,179.17,166.09,1
good_batting_basics_00001.mp4,1647,169.84,152.51,178.88,166.05,1
good_batting_basics_00001.mp4,1648,170.66,152.31,178.88,164.73,1
good_batting_basics_00001.mp4,1649,169.33,151.16,179.38,163.27,1
good_batting_basics_00001.mp4,1650,165.86,148.39,179.28,162.71,1
good_batting_basics_00001.mp4,1651,160.88,145.41,178.07,160.93,1
good_batting_basics_00001.mp4,1652,154.52,140.88,178.04,156.29,1
good_batting_basics_00001.mp4,1653,147.56,136.42,178.88,153.51,1
good_batting_basics_00001.mp4,1654,145.66,133.69,179.84,151.82,1
good_batting_basics_00001.mp4,1655,145.69,133.55,178.23,150.1,1
good_batting_basics_00001.mp4,1656,148.23,132.5,178.86,147.93,1
good_batting_basics_00001.mp4,1657,152.94,133.9,178.85,150.72,1
good_batting_basics_00001.mp4,1658,159.75,135.72,177.89,152.26,1
good_batting_basics_00001.mp4,1659,161.23,137.17,177.52,153.84,1
good_batting_basics_00001.mp4,1660,161.8,137.43,177.25,152.7,1
good_batting_basics_00001.mp4,1661,162.76,139.11,175.12,152.05,1
good_batting_basics_00001.mp4,1662,162.16,139.47,173.6,152.09,1
good_batting_basics_00001.mp4,1663,159.71,139.88,172.71,153.08,1
good_batting_basics_00001.mp4,1664,158.61,140.03,172.67,152.96,1
good_batting_basics_00001.mp4,1665,158.09,140.46,174.11,154.89,1
good_batting_basics_00001.mp4,1666,156.8,140.97,174.19,156.2,1
good_batting_basics_00001.mp4,1667,156.85,141.92,175.38,157.98,1
good_batting_basics_00001.mp4,1668,157.18,142.96,177.37,159.32,1
good_batting_basics_00001.mp4,1669,156.78,144.5,178.88,160.68,1
good_batting_basics_00001.mp4,1670,156.19,146.62,178.88,162.53,1
good_batting_basics_00001.mp4,1671,155.14,148.64,179.67,164.88,1
good_batting_basics_00001.mp4,1672,153.65,150.31,179.58,165.21,1
good_batting_basics_00001.mp4,1673,151.26,151.75,179.75,167.8,1
good_batting_basics_00001.mp4,1674,148.67,153.13,179.98,168.05,1
good_batting_basics_00001.mp4,1675,145.51,154.31,179.26,169.01,1
good_batting_basics_00001.mp4,1676,142.89,155.75,178.2,168.87,1
good_batting_basics_00001.mp4,1677,140.16,157.13,177.59,170.81,1
good_batting_basics_00001.mp4,1678,138.67,158.32,176.96,172.1,1
good_batting_basics_00001.mp4,1679,138.34,158.96,176.56,173.13,1
good_batting_basics_00001.mp4,1680,138.56,159.65,176.45,172.67,1
good_batting_basics_00001.mp4,1681,139.25,159.93,176.36,171.74,1
good_batting_basics_00001.mp4,1682,140.9,160.38,176.42,171.32,1
good_batting_basics_00001.mp4,1683,142.53,161.21,177.13,169.51,1
good_batting_basics_00001.mp4,1684,143.88,162.19,177.48,169.4,1
good_batting_basics_00001.mp4,1685,145.56,162.93,177.81,169.71,1
good_batting_basics_00001.mp4,1686,146.68,163.54,177.73,171.29,1
good_batting_basics_00001.mp4,1687,146.88,163.34,177.77,170.2,1
good_batting_basics_00001.mp4,1688,146.8,162.81,177.53,170.76,1
good_batting_basics_00001.mp4,1689,147.05,162.51,177.41,171.11,1
good_batting_basics_00001.mp4,1690,147.18,162.18,177.24,170.84,1
good_batting_basics_00001.mp4,1691,147.39,162.52,177.42,171.24,1
good_batting_basics_00001.mp4,1692,147.39,162.99,177.17,173.42,1
good_batting_basics_00001.mp4,1693,146.98,162.91,177.12,174.29,1
good_batting_basics_00001.mp4,1694,146.09,162.84,177.13,174.42,1
good_batting_basics_00001.mp4,1695,144.6,163.12,177.41,174.14,1
good_batting_basics_00001.mp4,1696,142.95,163.55,177.51,172.63,1
good_batting_basics_00001.mp4,1697,141.25,165.4,177.41,170.79,1
good_batting_basics_00001.mp4,1698,138.8,166.04,173.64,174.36,1
good_batting_basics_00001.mp4,1699,134.47,164.05,175.95,177.83,1
good_batting_basics_00001.mp4,1711,125.92,153.45,170.14,172.35,1
good_batting_basics_00001.mp4,1900,171.24,175.87,176.06,164.85,1
good_batting_basics_00001.mp4,1901,170.42,178.84,176.44,162.53,1
good_batting_basics_00001.mp4,1902,175.27,179.43,174.51,166.9,1
good_batting_basics_00001.mp4,1904,174.12,0.0,171.46,164.67,1
good_batting_basics_00002.mp4,4,172.45,144.42,175.81,173.35,1
good_batting_basics_00002.mp4,5,146.71,125.3,169.7,169.34,1
good_batting_basics_00002.mp4,6,145.54,124.81,169.06,169.09,1
good_batting_basics_00002.mp4,7,144.08,124.0,168.38,168.95,1
good_batting_basics_00002.mp4,8,141.55,123.45,168.04,168.96,1
good_batting_basics_00002.mp4,9,139.45,122.96,167.57,169.04,1
good_batting_basics_00002.mp4,10,137.3,121.79,166.79,168.91,1
good_batting_basics_00002.mp4,11,135.39,120.67,166.14,168.74,1
good_batting_basics_00002.mp4,12,133.6,119.55,165.41,168.39,1
good_batting_basics_00002.mp4,13,132.28,118.69,164.43,168.49,1
good_batting_basics_00002.mp4,14,131.67,117.51,163.57,168.49,1
good_batting_basics_00002.mp4,15,131.61,117.3,162.72,168.26,1
good_batting_basics_00002.mp4,16,131.35,117.41,162.37,168.19,1
good_batting_basics_00002.mp4,17,130.87,117.91,162.38,168.46,1
good_batting_basics_00002.mp4,18,131.4,117.88,162.75,168.2,1
good_batting_basics_00002.mp4,19,131.43,117.95,163.03,167.81,1
good_batting_basics_00002.mp4,20,131.17,117.43,163.69,167.7,1
good_batting_basics_00002.mp4,21,131.35,116.91,165.41,167.87,1
good_batting_basics_00002.mp4,22,131.53,116.02,166.77,167.77,1
good_batting_basics_00002.mp4,23,131.5,116.18,168.28,167.91,1
good_batting_basics_00002.mp4,24,131.45,116.44,169.97,167.96,1
good_batting_basics_00002.mp4,25,131.53,116.76,171.39,168.05,1
good_batting_basics_00002.mp4,26,132.3,117.46,172.21,167.89,1
good_batting_basics_00002.mp4,27,131.97,118.54,173.33,167.39,1
good_batting_basics_00002.mp4,28,131.43,118.99,174.06,166.82,1
good_batting_basics_00002.mp4,29,130.8,119.62,174.99,166.62,1
good_batting_basics_00002.mp4,30,129.95,120.43,176.09,166.58,1
good_batting_basics_00002.mp4,31,127.77,121.01,176.76,166.35,1
good_batting_basics_00002.mp4,32,126.68,121.45,177.3,166.64,1
good_batting_basics_00002.mp4,33,125.64,121.82,177.96,167.16,1
good_batting_basics_00002.mp4,34,125.21,121.62,178.48,167.22,1
good_batting_basics_00002.mp4,35,124.65,121.33,178.85,167.14,1
good_batting_basics_00002.mp4,36,125.01,120.82,179.16,167.16,1
good_batting_basics_00002.mp4,37,124.47,120.12,179.27,167.3,1
good_batting_basics_00002.mp4,38,124.07,119.49,179.25,167.19,1
good_batting_basics_00002.mp4,39,123.01,119.41,178.68,167.38,1
good_batting_basics_00002.mp4,40,121.56,118.56,178.3,167.57,1
good_batting_basics_00002.mp4,41,119.93,117.75,177.98,167.67,1
good_batting_basics_00002.mp4,42,119.72,117.24,177.64,167.07,1
good_batting_basics_00002.mp4,43,118.04,116.24,177.0,166.51,1
good_batting_basics_00002.mp4,44,116.9,114.96,176.78,165.99,1
good_batting_basics_00002.mp4,45,116.13,114.56,176.46,165.46,1
good_batting_basics_00002.mp4,46,114.22,114.63,176.14,164.41,1
good_batting_basics_00002.mp4,47,109.98,114.4,175.78,163.29,1
good_batting_basics_00002.mp4,48,106.52,113.86,176.04,161.49,1
good_batting_basics_00002.mp4,49,101.99,113.07,176.03,159.64,1
